answer	score	topic	URI
Oxxxymiron	0.583	рэпер	http://www.wikidata.org/entity/Q4046107
Элджей	0.521	рэпер	http://www.wikidata.org/entity/Q47037314
Тупак Шакур	0.505	рэпер	http://www.wikidata.org/entity/Q6107
Dr. Dre	0.438	рэпер	http://www.wikidata.org/entity/Q6078
Канье Уэст	0.427	рэпер	http://www.wikidata.org/entity/Q15935
J-Hope	0.253	рэпер	http://www.wikidata.org/entity/Q16236223
The Notorious B.I.G.	0.250	рэпер	http://www.wikidata.org/entity/Q179157
Machine Gun Kelly	0.125	рэпер	http://www.wikidata.org/entity/Q1354843
Takeoff	0.095	рэпер	http://www.wikidata.org/entity/Q48719890
Эйч Пи Бакстер	0.000	рэпер	http://www.wikidata.org/entity/Q58049
Джейден Смит	-0.031	рэпер	http://www.wikidata.org/entity/Q221364
Offset	-0.062	рэпер	http://www.wikidata.org/entity/Q30612480
Quavo	-0.135	рэпер	http://www.wikidata.org/entity/Q30072039
Джейми Фокс	-0.156	рэпер	http://www.wikidata.org/entity/Q171905
Петер Фокс	-0.333	рэпер	http://www.wikidata.org/entity/Q76524
Аугуст Алсина	-0.375	рэпер	http://www.wikidata.org/entity/Q15277032
Джон Сина	-0.385	рэпер	http://www.wikidata.org/entity/Q44437
Хоакин Феникс	-0.448	рэпер	http://www.wikidata.org/entity/Q185140
Марк Уолберг	-0.479	рэпер	http://www.wikidata.org/entity/Q164119
Шайа Лабаф	-0.490	рэпер	http://www.wikidata.org/entity/Q180942
Карл Маркс	0.510	философ	http://www.wikidata.org/entity/Q9061
Марк Аврелий	0.354	философ	http://www.wikidata.org/entity/Q1430
Иоганн Вольфганг фон Гёте	0.333	философ	http://www.wikidata.org/entity/Q5879
Махатма Ганди	0.323	философ	http://www.wikidata.org/entity/Q1001
Мао Цзэдун	0.188	философ	http://www.wikidata.org/entity/Q5816
философия	0.177	философ	http://www.wikidata.org/entity/Q5891
Лев Николаевич Толстой	0.167	философ	http://www.wikidata.org/entity/Q7243
Фёдор Михайлович Достоевский	0.156	философ	http://www.wikidata.org/entity/Q991
Томас Джефферсон	0.021	философ	http://www.wikidata.org/entity/Q11812
Александр Гельевич Дугин	0.021	философ	http://www.wikidata.org/entity/Q438839
Лев Давидович Троцкий	-0.052	философ	http://www.wikidata.org/entity/Q33391
Александр Гамильтон	-0.083	философ	http://www.wikidata.org/entity/Q178903
Иоанн Павел II	-0.146	философ	http://www.wikidata.org/entity/Q989
Ричард Харрис	-0.208	философ	http://www.wikidata.org/entity/Q106775
Бенедикт XVI	-0.208	философ	http://www.wikidata.org/entity/Q2494
Брюс Ли	-0.625	философ	http://www.wikidata.org/entity/Q16397
Раиса Максимовна Горбачёва	-0.760	философ	http://www.wikidata.org/entity/Q229520
Владимир Владимирович Кличко	0.523	спортсмен	http://www.wikidata.org/entity/Q18797
Тайсон Фьюри	0.523	спортсмен	http://www.wikidata.org/entity/Q1000592
Олег Николаевич Тактаров	0.417	спортсмен	http://www.wikidata.org/entity/Q714669
Владимир Евгеньевич Турчинский	0.375	спортсмен	http://www.wikidata.org/entity/Q2416148
Шумахер, Тони	0.292	спортсмен	http://www.wikidata.org/entity/Q157847
Брендон Керри	0.062	спортсмен	http://www.wikidata.org/entity/Q4956829
Ронда Раузи	0.000	спортсмен	http://www.wikidata.org/entity/Q242201
Барри Бондс	0.000	спортсмен	http://www.wikidata.org/entity/Q314712
Раймонд ван Барневельд	-0.062	спортсмен	http://www.wikidata.org/entity/Q1968959
Катерина Владимировна Тихонова	-0.146	спортсмен	http://www.wikidata.org/entity/Q19364345
Холл, Кевин Питер	-0.167	спортсмен	http://www.wikidata.org/entity/Q361587
Иодис, Полина Яновна	-0.188	спортсмен	http://www.wikidata.org/entity/Q4202684
Джет Ли	-0.229	спортсмен	http://www.wikidata.org/entity/Q159577
Джои Келли	-0.250	спортсмен	http://www.wikidata.org/entity/Q1548144
Дейв Батиста	-0.273	спортсмен	http://www.wikidata.org/entity/Q44158
Густав Шварценеггер	-0.295	спортсмен	http://www.wikidata.org/entity/Q3288486
Николай Фоменко	-0.542	спортсмен	http://www.wikidata.org/entity/Q380407
Call of Duty 4: Modern Warfare	0.417	многопользовательская игра	http://www.wikidata.org/entity/Q76255
League of Legends	0.354	многопользовательская игра	http://www.wikidata.org/entity/Q223341
Minecraft	0.312	многопользовательская игра	http://www.wikidata.org/entity/Q49740
Call of Duty: Black Ops Cold War	0.267	многопользовательская игра	http://www.wikidata.org/entity/Q98514334
Call of Duty: Modern Warfare 3	0.250	многопользовательская игра	http://www.wikidata.org/entity/Q486233
Call of Duty: Modern Warfare	0.208	многопользовательская игра	http://www.wikidata.org/entity/Q64083878
Call of Duty	0.125	многопользовательская игра	http://www.wikidata.org/entity/Q192156
Call of Duty: Modern Warfare II	0.089	многопользовательская игра	http://www.wikidata.org/entity/Q110206584
Call of Duty: Black Ops	0.085	многопользовательская игра	http://www.wikidata.org/entity/Q207986
S.T.A.L.K.E.R.: Тень Чернобыля	0.083	многопользовательская игра	http://www.wikidata.org/entity/Q215861
Grand Theft Auto V	0.043	многопользовательская игра	http://www.wikidata.org/entity/Q17452
Dark Souls III	0.042	многопользовательская игра	http://www.wikidata.org/entity/Q20112508
Assassin’s Creed IV: Black Flag	0.000	многопользовательская игра	http://www.wikidata.org/entity/Q6052688
Red Dead Redemption 2	-0.042	многопользовательская игра	http://www.wikidata.org/entity/Q27438121
Call of Duty: Vanguard	-0.042	многопользовательская игра	http://www.wikidata.org/entity/Q108054772
Need for Speed: Hot Pursuit	-0.043	многопользовательская игра	http://www.wikidata.org/entity/Q837931
Uncharted 4: A Thief's End	-0.167	многопользовательская игра	http://www.wikidata.org/entity/Q16681843
The Last of Us	-0.271	многопользовательская игра	http://www.wikidata.org/entity/Q1986744
God of War	-0.354	многопользовательская игра	http://www.wikidata.org/entity/Q390137
Elden Ring	-0.417	многопользовательская игра	http://www.wikidata.org/entity/Q64826862
Tomb Raider	-0.458	многопользовательская игра	http://www.wikidata.org/entity/Q1757876
Return to Castle Wolfenstein	-0.478	многопользовательская игра	http://www.wikidata.org/entity/Q748317
007: Координаты «Скайфолл»	0.375	шпионский фильм	http://www.wikidata.org/entity/Q4941
007: Спектр	0.354	шпионский фильм	http://www.wikidata.org/entity/Q18602670
Миссия невыполнима: Смертельная расплата. Часть 1	0.292	шпионский фильм	http://www.wikidata.org/entity/Q61876370
King's Man: Начало	0.292	шпионский фильм	http://www.wikidata.org/entity/Q61633664
Kingsman: Секретная служба	0.167	шпионский фильм	http://www.wikidata.org/entity/Q15068238
Казино «Рояль»	0.125	шпионский фильм	http://www.wikidata.org/entity/Q151904
Умри, но не сейчас	0.021	шпионский фильм	http://www.wikidata.org/entity/Q30931
Операция «Фортуна»: Искусство побеждать	-0.042	шпионский фильм	http://www.wikidata.org/entity/Q104822312
Квант милосердия	-0.042	шпионский фильм	http://www.wikidata.org/entity/Q181540
Не время умирать	-0.062	шпионский фильм	http://www.wikidata.org/entity/Q21534241
Три икса	-0.104	шпионский фильм	http://www.wikidata.org/entity/Q25136249
Три икса 2: Новый уровень	-0.167	шпионский фильм	http://www.wikidata.org/entity/Q283696
Завтра не умрёт никогда	-0.188	шпионский фильм	http://www.wikidata.org/entity/Q207916
Kingsman: Золотое кольцо	-0.208	шпионский фильм	http://www.wikidata.org/entity/Q23780457
И целого мира мало	-0.208	шпионский фильм	http://www.wikidata.org/entity/Q212145
Три икса: Мировое господство	-0.229	шпионский фильм	http://www.wikidata.org/entity/Q22075020
Довод	-0.375	шпионский фильм	http://www.wikidata.org/entity/Q63985561
Эльбрус	0.885	гора	http://www.wikidata.org/entity/Q43105
Джомолунгма	0.594	гора	http://www.wikidata.org/entity/Q513
Афон	0.208	гора	http://www.wikidata.org/entity/Q130321
Монблан	0.188	гора	http://www.wikidata.org/entity/Q583
Пик Дюфур	0.167	гора	http://www.wikidata.org/entity/Q3403
Везувий	0.146	гора	http://www.wikidata.org/entity/Q524
Чогори	0.083	гора	http://www.wikidata.org/entity/Q43512
Аконкагуа	0.062	гора	http://www.wikidata.org/entity/Q39739
Монтана	0.052	гора	http://www.wikidata.org/entity/Q1212
Семь вершин	-0.021	гора	http://www.wikidata.org/entity/Q208126
Денали	-0.021	гора	http://www.wikidata.org/entity/Q130018
Пунчак-Джая	-0.042	гора	http://www.wikidata.org/entity/Q1045888
Тамбора	-0.146	гора	http://www.wikidata.org/entity/Q168714
Нангапарбат	-0.177	гора	http://www.wikidata.org/entity/Q130736
стратовулкан	-0.354	гора	http://www.wikidata.org/entity/Q169358
ирбис	-0.375	гора	http://www.wikidata.org/entity/Q30197
Монте-Карло	-0.458	гора	http://www.wikidata.org/entity/Q45240
Мона Лиза	-0.792	гора	http://www.wikidata.org/entity/Q12418
Илон Маск	0.583	инженер	http://www.wikidata.org/entity/Q317521
Ларри Пейдж	0.281	инженер	http://www.wikidata.org/entity/Q4934
Александр Валентинович Турчинов	0.250	инженер	http://www.wikidata.org/entity/Q15850
Роберт Оппенгеймер	0.219	инженер	http://www.wikidata.org/entity/Q132537
Бернар Арно	0.188	инженер	http://www.wikidata.org/entity/Q32055
Николай Платонович Патрушев	0.118	инженер	http://www.wikidata.org/entity/Q446865
Михаил Маратович Фридман	0.106	инженер	http://www.wikidata.org/entity/Q732142
Герберт Гувер	0.104	инженер	http://www.wikidata.org/entity/Q35236
Михаил Владимирович Мишустин	-0.011	инженер	http://www.wikidata.org/entity/Q4298520
Леонид Данилович Кучма	-0.104	инженер	http://www.wikidata.org/entity/Q629702
Джимми Картер	-0.125	инженер	http://www.wikidata.org/entity/Q23685
Виктор Фёдорович Янукевич	-0.188	инженер	http://www.wikidata.org/entity/Q1459658
Виктор Фёдорович Янукович	-0.267	инженер	
Ху Цзиньтао	-0.301	инженер	http://www.wikidata.org/entity/Q15029
Джеймс Кэмерон	-0.340	инженер	http://www.wikidata.org/entity/Q42574
Джордж Вашингтон	-0.351	инженер	http://www.wikidata.org/entity/Q23
Леонид Ильич Брежнев	-0.417	инженер	http://www.wikidata.org/entity/Q765165
Карл Фридрих Гаусс	0.500	математик	http://www.wikidata.org/entity/Q6722
Григорий Яковлевич Перельман	0.458	математик	http://www.wikidata.org/entity/Q117346
Исаак Ньютон	0.395	математик	http://www.wikidata.org/entity/Q935
Михаил Васильевич Ломоносов	0.298	математик	http://www.wikidata.org/entity/Q58720
Джоан Кларк	0.250	математик	http://www.wikidata.org/entity/Q15990084
Томас Алва Эдисон	0.188	математик	http://www.wikidata.org/entity/Q8743
математика	0.114	математик	http://www.wikidata.org/entity/Q395
Вернер Гейзенберг	0.064	математик	http://www.wikidata.org/entity/Q40904
Джон Форбс Нэш	0.062	математик	http://www.wikidata.org/entity/Q128736
Иммануил Кант	0.025	математик	http://www.wikidata.org/entity/Q9312
Леонардо да Винчи	-0.043	математик	http://www.wikidata.org/entity/Q762
Теодор Качински	-0.083	математик	http://www.wikidata.org/entity/Q222134
Макс Борн	-0.146	математик	http://www.wikidata.org/entity/Q58978
Альбрехт Дюрер	-0.146	математик	http://www.wikidata.org/entity/Q5580
Ли Сяньлун	-0.318	математик	http://www.wikidata.org/entity/Q57643
Аркадий Волож	-0.375	математик	http://www.wikidata.org/entity/Q4123823
Борис Абрамович Березовский	-0.500	математик	http://www.wikidata.org/entity/Q311019
Борис Гребенщиков	-0.750	математик	http://www.wikidata.org/entity/Q542101
Микеланджело	0.646	архитектор	http://www.wikidata.org/entity/Q5592
Альберт Шпеер	0.468	архитектор	http://www.wikidata.org/entity/Q60045
Леонардо да Винчи	0.417	архитектор	http://www.wikidata.org/entity/Q762
Виталий Константинович Калоев	0.312	архитектор	http://www.wikidata.org/entity/Q554652
Рудольф Штайнер	0.267	архитектор	http://www.wikidata.org/entity/Q78484
Томас Джефферсон	0.156	архитектор	http://www.wikidata.org/entity/Q11812
Розенберг, Альфред	0.042	архитектор	http://www.wikidata.org/entity/Q75849
Никлаус, Джек	0.042	архитектор	http://www.wikidata.org/entity/Q9424
Яхья Абдул-Матин II	0.023	архитектор	http://www.wikidata.org/entity/Q28655334
Фарах Пехлеви	-0.042	архитектор	http://www.wikidata.org/entity/Q164111
Вячеслав Геннадьевич Бутусов	-0.191	архитектор	http://www.wikidata.org/entity/Q1862092
Канье Уэст	-0.289	архитектор	http://www.wikidata.org/entity/Q15935
Дудаева, Алла Фёдоровна	-0.292	архитектор	http://www.wikidata.org/entity/Q4170097
Владимир Александрович	-0.312	архитектор	http://www.wikidata.org/entity/Q312819
Ричард Виндзор, герцог Глостерский	-0.354	архитектор	http://www.wikidata.org/entity/Q170294
Андрей Вадимович Макаревич	-0.438	архитектор	http://www.wikidata.org/entity/Q2227698
Елена Владимировна Зеленская	-0.447	архитектор	http://www.wikidata.org/entity/Q59321885
китайская кухня	0.458	китайцы	http://www.wikidata.org/entity/Q10876842
китайцы в США	0.385	китайцы	http://www.wikidata.org/entity/Q1146100
хуацяо	0.333	китайцы	http://www.wikidata.org/entity/Q779191
хань	0.323	китайцы	http://www.wikidata.org/entity/Q42740
Мьянма	-0.021	китайцы	http://www.wikidata.org/entity/Q836
Япония	-0.312	китайцы	http://www.wikidata.org/entity/Q17
Индонезия	-0.375	китайцы	http://www.wikidata.org/entity/Q252
Камбоджа	-0.376	китайцы	http://www.wikidata.org/entity/Q424
Бинтование ног	-0.409	китайцы	http://www.wikidata.org/entity/Q498231
Австралия	-0.729	китайцы	http://www.wikidata.org/entity/Q408
Крёстный отец 2	0.833	криминальный фильм	http://www.wikidata.org/entity/Q184768
Крёстный отец	0.792	криминальный фильм	http://www.wikidata.org/entity/Q47703
Брат 2	0.458	криминальный фильм	http://www.wikidata.org/entity/Q1528731
Убийство в Восточном экспрессе	0.333	криминальный фильм	http://www.wikidata.org/entity/Q27689100
Джентльмены	0.167	криминальный фильм	http://www.wikidata.org/entity/Q60614686
Достать ножи: Стеклянная луковица	0.000	криминальный фильм	http://www.wikidata.org/entity/Q84712797
Достать ножи	-0.021	криминальный фильм	http://www.wikidata.org/entity/Q57982486
Казино «Рояль»	-0.021	криминальный фильм	http://www.wikidata.org/entity/Q151904
Однажды в Голливуде	-0.042	криминальный фильм	http://www.wikidata.org/entity/Q47300912
Тёмный рыцарь	-0.114	криминальный фильм	http://www.wikidata.org/entity/Q163872
Красный дракон	-0.122	криминальный фильм	http://www.wikidata.org/entity/Q9125658
Смерть на Ниле	-0.146	криминальный фильм	http://www.wikidata.org/entity/Q56816969
Kingsman: Золотое кольцо	-0.292	криминальный фильм	http://www.wikidata.org/entity/Q23780457
Колин Фаррелл	-0.312	криминальный фильм	http://www.wikidata.org/entity/Q172035
Амстердам	-0.318	криминальный фильм	http://www.wikidata.org/entity/Q104830968
Бэтгёрл	-0.396	криминальный фильм	http://www.wikidata.org/entity/Q109860581
Изобретая Анну	-0.467	криминальный фильм	http://www.wikidata.org/entity/Q82396632
Корона	-0.488	криминальный фильм	http://www.wikidata.org/entity/Q20707362
Барак Обама	0.562	афроамериканцы	http://www.wikidata.org/entity/Q76
Уилл Смит	0.479	афроамериканцы	http://www.wikidata.org/entity/Q40096
Морган Фримен	0.365	афроамериканцы	http://www.wikidata.org/entity/Q48337
Майкл Джексон	0.229	афроамериканцы	http://www.wikidata.org/entity/Q2831
Дензел Вашингтон	0.229	афроамериканцы	http://www.wikidata.org/entity/Q42101
Канье Уэст	0.188	афроамериканцы	http://www.wikidata.org/entity/Q15935
Серена Уильямс	0.083	афроамериканцы	http://www.wikidata.org/entity/Q11459
Тупак Шакур	0.000	афроамериканцы	http://www.wikidata.org/entity/Q6107
Джими Хендрикс	-0.010	афроамериканцы	http://www.wikidata.org/entity/Q5928
Джада Пинкетт-Смит	-0.188	афроамериканцы	http://www.wikidata.org/entity/Q228787
Винус Уильямс	-0.188	афроамериканцы	http://www.wikidata.org/entity/Q11578
Джейми Фокс	-0.208	афроамериканцы	http://www.wikidata.org/entity/Q171905
Харрис, Камала	-0.240	афроамериканцы	http://www.wikidata.org/entity/Q10853588
Кристофер Скарвер	-0.312	афроамериканцы	http://www.wikidata.org/entity/Q2357346
США	-0.521	афроамериканцы	http://www.wikidata.org/entity/Q30
Конфедеративные Штаты Америки	-0.615	афроамериканцы	http://www.wikidata.org/entity/Q81931
Майкл Джордан	0.729	баскетболист	http://www.wikidata.org/entity/Q41421
Леброн Джеймс	0.438	баскетболист	http://www.wikidata.org/entity/Q36159
Шакил О’Нил	0.396	баскетболист	http://www.wikidata.org/entity/Q169452
Коби Брайант	0.229	баскетболист	http://www.wikidata.org/entity/Q25369
Пэт Райли	0.130	баскетболист	http://www.wikidata.org/entity/Q335762
Глори Джонсон	0.104	баскетболист	http://www.wikidata.org/entity/Q3109154
Карим Абдул-Джаббар	0.022	баскетболист	http://www.wikidata.org/entity/Q179051
Стефен Карри	0.021	баскетболист	http://www.wikidata.org/entity/Q352159
Ларри Бёрд	-0.021	баскетболист	http://www.wikidata.org/entity/Q190152
Дирк Новицки	-0.062	баскетболист	http://www.wikidata.org/entity/Q44068
Александр Александрович Белов	-0.087	баскетболист	http://www.wikidata.org/entity/Q714318
Кевин Нэш	-0.104	баскетболист	http://www.wikidata.org/entity/Q280793
Джеймс Кэвизел	-0.125	баскетболист	http://www.wikidata.org/entity/Q200841
Джерри Басс	-0.125	баскетболист	http://www.wikidata.org/entity/Q1509908
Хуан Эрнангомес	-0.208	баскетболист	http://www.wikidata.org/entity/Q18644229
Том Селлек	-0.271	баскетболист	http://www.wikidata.org/entity/Q213706
Гринер, Бриттни	-0.292	баскетболист	http://www.wikidata.org/entity/Q2925780
Махершалалхашбаз Али	-0.354	баскетболист	http://www.wikidata.org/entity/Q360531
Ник Нолти	-0.435	баскетболист	http://www.wikidata.org/entity/Q188018
рок-музыка	0.795	музыкальный жанр	http://www.wikidata.org/entity/Q11399
хип-хоп	0.583	музыкальный жанр	http://www.wikidata.org/entity/Q11401
хеви-метал	0.542	музыкальный жанр	http://www.wikidata.org/entity/Q1133657
метал	0.375	музыкальный жанр	http://www.wikidata.org/entity/Q38848
панк-рок	0.366	музыкальный жанр	http://www.wikidata.org/entity/Q3071
рэп	0.295	музыкальный жанр	http://www.wikidata.org/entity/Q6010
альтернативный рок	0.267	музыкальный жанр	http://www.wikidata.org/entity/Q11366
блэк-метал	0.250	музыкальный жанр	http://www.wikidata.org/entity/Q132438
постпанк	0.146	музыкальный жанр	http://www.wikidata.org/entity/Q598929
психоделический рок	-0.021	музыкальный жанр	http://www.wikidata.org/entity/Q206159
краут-рок	-0.042	музыкальный жанр	http://www.wikidata.org/entity/Q320592
евродэнс	-0.067	музыкальный жанр	http://www.wikidata.org/entity/Q216961
шлягер	-0.104	музыкальный жанр	http://www.wikidata.org/entity/Q959583
гранж	-0.104	музыкальный жанр	http://www.wikidata.org/entity/Q11365
ню-метал	-0.159	музыкальный жанр	http://www.wikidata.org/entity/Q263734
Neue Deutsche Härte	-0.229	музыкальный жанр	http://www.wikidata.org/entity/Q213572
трэп	-0.289	музыкальный жанр	http://www.wikidata.org/entity/Q2913982
Neue Deutsche Welle	-0.312	музыкальный жанр	http://www.wikidata.org/entity/Q646679
шугейзинг	-0.458	музыкальный жанр	http://www.wikidata.org/entity/Q272167
EDM	-0.479	музыкальный жанр	http://www.wikidata.org/entity/Q851213
новая волна	-0.479	музыкальный жанр	http://www.wikidata.org/entity/Q187760
Oi!	-0.750	музыкальный жанр	http://www.wikidata.org/entity/Q274401
Венера Милосская	0.681	скульптура	http://www.wikidata.org/entity/Q151952
Венера Виллендорфская	0.533	скульптура	http://www.wikidata.org/entity/Q131397
Бюст Нефертити	0.426	скульптура	http://www.wikidata.org/entity/Q582172
Капитолийская волчица	0.319	скульптура	http://www.wikidata.org/entity/Q408623
Венера Гальгенбергская	0.292	скульптура	http://www.wikidata.org/entity/Q700728
скульптура	0.213	скульптура	http://www.wikidata.org/entity/Q11634
Памятник Арминию	0.163	скульптура	http://www.wikidata.org/entity/Q664245
Лаокоон и его сыновья	0.140	скульптура	http://www.wikidata.org/entity/Q465762
Киффхойзерский монумент	0.021	скульптура	http://www.wikidata.org/entity/Q573639
Моисей	-0.042	скульптура	http://www.wikidata.org/entity/Q1989744
Человеколев	-0.062	скульптура	http://www.wikidata.org/entity/Q702658
Пьета	-0.062	скульптура	http://www.wikidata.org/entity/Q235242
Павший астронавт	-0.095	скульптура	http://www.wikidata.org/entity/Q1161218
Збручский идол	-0.104	скульптура	http://www.wikidata.org/entity/Q1577428
Врата Ада	-0.182	скульптура	http://www.wikidata.org/entity/Q2003287
Бахус	-0.188	скульптура	http://www.wikidata.org/entity/Q1144620
хрустальный череп	-0.208	скульптура	http://www.wikidata.org/entity/Q254170
посмертная маска	-0.256	скульптура	http://www.wikidata.org/entity/Q40555
рельеф	-0.312	скульптура	http://www.wikidata.org/entity/Q245117
терракота	-0.386	скульптура	http://www.wikidata.org/entity/Q60424
Мечи Кадисии	-0.396	скульптура	http://www.wikidata.org/entity/Q1340523
Шила-на-гиг	-0.500	скульптура	http://www.wikidata.org/entity/Q509424
хинди	0.489	индийцы	http://www.wikidata.org/entity/Q1568
Аниш Капур	0.326	индийцы	http://www.wikidata.org/entity/Q327293
Англо-индийцы	0.250	индийцы	http://www.wikidata.org/entity/Q368125
Рекха	0.217	индийцы	http://www.wikidata.org/entity/Q465826
панджаби	0.208	индийцы	http://www.wikidata.org/entity/Q58635
Инд	0.177	индийцы	http://www.wikidata.org/entity/Q7348
Вьяса	0.021	индийцы	http://www.wikidata.org/entity/Q330521
коренные народы США	-0.011	индийцы	http://www.wikidata.org/entity/Q49297
индейцы Канады	-0.135	индийцы	http://www.wikidata.org/entity/Q392316
индейцы	-0.146	индийцы	http://www.wikidata.org/entity/Q36747
Мьянма	-0.188	индийцы	http://www.wikidata.org/entity/Q836
Король под горой	-0.333	индийцы	http://www.wikidata.org/entity/Q1131291
Австралия	-0.604	индийцы	http://www.wikidata.org/entity/Q408
vagina dentata	-0.625	индийцы	http://www.wikidata.org/entity/Q1123830
Хэллоуин	0.522	фильм ужасов	http://www.wikidata.org/entity/Q221103
Чужой: Завет	0.500	фильм ужасов	http://www.wikidata.org/entity/Q20430699
Чужой	0.477	фильм ужасов	http://www.wikidata.org/entity/Q103569
Обитель зла 2: Апокалипсис	0.458	фильм ужасов	http://www.wikidata.org/entity/Q161400
Хэллоуин убивает	0.438	фильм ужасов	http://www.wikidata.org/entity/Q67279679
Молчание ягнят	0.375	фильм ужасов	http://www.wikidata.org/entity/Q133654
Ганнибал	0.333	фильм ужасов	http://www.wikidata.org/entity/Q722682
Обитель зла: Возмездие	0.298	фильм ужасов	http://www.wikidata.org/entity/Q83542
Хэллоуин заканчивается	0.146	фильм ужасов	http://www.wikidata.org/entity/Q85997053
Сплит	0.106	фильм ужасов	http://www.wikidata.org/entity/Q21869840
Стекло	-0.064	фильм ужасов	http://www.wikidata.org/entity/Q30939513
Морбиус	-0.068	фильм ужасов	http://www.wikidata.org/entity/Q55405369
Прометей	-0.128	фильм ужасов	http://www.wikidata.org/entity/Q192686
Семейные ценности Аддамсов	-0.130	фильм ужасов	http://www.wikidata.org/entity/Q204725
Семейка Аддамс	-0.188	фильм ужасов	http://www.wikidata.org/entity/Q1210947
Не беспокойся, дорогая	-0.229	фильм ужасов	http://www.wikidata.org/entity/Q100801718
Неуязвимый	-0.283	фильм ужасов	http://www.wikidata.org/entity/Q650613
X	-0.375	фильм ужасов	http://www.wikidata.org/entity/Q105605250
Доктор Стрэндж: В мультивселенной безумия	-0.429	фильм ужасов	http://www.wikidata.org/entity/Q64211112
Гильермо дель Торо	-0.458	фильм ужасов	http://www.wikidata.org/entity/Q219124
Нет	-0.562	фильм ужасов	http://www.wikidata.org/entity/Q107176162
Вселенная Человека-паука от Sony	-0.708	фильм ужасов	http://www.wikidata.org/entity/Q55537283
Джейн Фонда	0.281	100 женщин	http://www.wikidata.org/entity/Q41142
Алла Пугачёва	0.260	100 женщин	http://www.wikidata.org/entity/Q80510
Хилари Суонк	0.149	100 женщин	http://www.wikidata.org/entity/Q93187
Рита Морено	0.129	100 женщин	http://www.wikidata.org/entity/Q230151
Урсула фон дер Ляйен	0.115	100 женщин	http://www.wikidata.org/entity/Q60772
Светлана Георгиевна Тихановская	0.086	100 женщин	http://www.wikidata.org/entity/Q97010473
Приянка Чопра	0.064	100 женщин	http://www.wikidata.org/entity/Q158957
Билли Айлиш	0.062	100 женщин	http://www.wikidata.org/entity/Q29564107
Сэльма Блэр	0.052	100 женщин	http://www.wikidata.org/entity/Q264748
Белла Торн	0.043	100 женщин	http://www.wikidata.org/entity/Q208117
Мишель Йео	-0.094	100 женщин	http://www.wikidata.org/entity/Q214289
Джамила Джамил	-0.149	100 женщин	http://www.wikidata.org/entity/Q2404977
Санна Марин	-0.161	100 женщин	http://www.wikidata.org/entity/Q16986436
Аша Бхосле	-0.170	100 женщин	http://www.wikidata.org/entity/Q38393
Елена Владимировна Зеленская	-0.302	100 женщин	http://www.wikidata.org/entity/Q59321885
Минг-На Вен	-0.333	100 женщин	http://www.wikidata.org/entity/Q254205
Германия	0.688	немцы	http://www.wikidata.org/entity/Q183
Людвиг ван Бетховен	0.417	немцы	http://www.wikidata.org/entity/Q255
Древние германцы	0.260	немцы	http://www.wikidata.org/entity/Q22633
Иоахим фон Риббентроп	0.115	немцы	http://www.wikidata.org/entity/Q101886
немецкий язык	0.062	немцы	http://www.wikidata.org/entity/Q188
Бенедикт XVI	-0.073	немцы	http://www.wikidata.org/entity/Q2494
Австрия	-0.208	немцы	http://www.wikidata.org/entity/Q40
Галь Гадот	-0.354	немцы	http://www.wikidata.org/entity/Q185654
Польша	-0.562	немцы	http://www.wikidata.org/entity/Q36
Австралия	-0.708	немцы	http://www.wikidata.org/entity/Q408
Морозко	0.646	фильм сказка	http://www.wikidata.org/entity/Q319163
Золушка	0.552	фильм сказка	http://www.wikidata.org/entity/Q15046091
Красавица и Чудовище	0.531	фильм сказка	http://www.wikidata.org/entity/Q3206615
Три орешка для Золушки	0.365	фильм сказка	http://www.wikidata.org/entity/Q140447
Русалочка	0.333	фильм сказка	http://www.wikidata.org/entity/Q28970981
Рапунцель: Запутанная история	0.271	фильм сказка	http://www.wikidata.org/entity/Q188439
Мэри Поппинс, до свидания!	0.115	фильм сказка	http://www.wikidata.org/entity/Q3736971
Приключения Паддингтона	0.052	фильм сказка	http://www.wikidata.org/entity/Q15055478
Вечера на хуторе близ Диканьки	-0.062	фильм сказка	http://www.wikidata.org/entity/Q4110177
Обыкновенное чудо	-0.073	фильм сказка	http://www.wikidata.org/entity/Q1082153
Маленький Мук	-0.115	фильм сказка	http://www.wikidata.org/entity/Q1212956
Братец медвежонок	-0.125	фильм сказка	http://www.wikidata.org/entity/Q215365
Цветок тысяча одной ночи	-0.188	фильм сказка	http://www.wikidata.org/entity/Q209737
Коралина в Стране Кошмаров	-0.229	фильм сказка	http://www.wikidata.org/entity/Q632668
Арабелла	-0.333	фильм сказка	http://www.wikidata.org/entity/Q1214992
Багдадский вор	-0.417	фильм сказка	http://www.wikidata.org/entity/Q463716
Лиловый шар	-0.427	фильм сказка	http://www.wikidata.org/entity/Q4261614
Я тоже хочу	-0.823	фильм сказка	http://www.wikidata.org/entity/Q4535750
Виктор Робертович Цой	0.600	гитарист	http://www.wikidata.org/entity/Q487125
Пол Маккартни	0.426	гитарист	http://www.wikidata.org/entity/Q2599
Егор Летов	0.417	гитарист	http://www.wikidata.org/entity/Q363371
Крис Корнелл	0.375	гитарист	http://www.wikidata.org/entity/Q270935
Джон Леннон	0.319	гитарист	http://www.wikidata.org/entity/Q1203
Гарри Стайлз	0.250	гитарист	http://www.wikidata.org/entity/Q3626966
Крис Мартин	0.191	гитарист	http://www.wikidata.org/entity/Q712860
